date,product_id,units_sold,revenue,discount_rate
2025-10-20,SKU00000,3,135.39000000000001,0.0
2025-10-22,SKU00000,2,90.26,0.0
2025-10-23,SKU00000,1,45.13,0.0
2025-10-24,SKU00000,1,45.13,0.0
2025-10-30,SKU00000,1,45.13,0.0
2025-10-31,SKU00000,1,45.13,0.15662581670671707
2025-11-01,SKU00000,1,45.13,0.0
2025-11-06,SKU00000,1,45.13,0.12141103369797808
2025-11-07,SKU00000,1,45.13,0.2283503336255245
2025-11-08,SKU00000,2,90.26,0.0
2025-11-09,SKU00000,1,45.13,0.0
2025-11-11,SKU00000,3,135.39000000000001,0.0
2025-11-12,SKU00000,2,90.26,0.0
2025-11-14,SKU00000,1,45.13,0.0
2025-11-15,SKU00000,1,45.13,0.0
2025-11-16,SKU00000,1,45.13,0.0
2025-11-19,SKU00000,2,90.26,0.22338666508468336
2025-11-21,SKU00000,1,45.13,0.0
2025-11-22,SKU00000,1,45.13,0.0
2025-11-26,SKU00000,1,45.13,0.23137530274504872
2025-11-28,SKU00000,1,45.13,0.0
2025-11-29,SKU00000,2,90.26,0.0
2025-12-01,SKU00000,2,90.26,0.0
2025-12-03,SKU00000,1,45.13,0.2584923195546813
2025-12-05,SKU00000,2,90.26,0.0
2025-12-08,SKU00000,1,45.13,0.0
2025-12-09,SKU00000,1,45.13,0.0
2025-12-10,SKU00000,1,45.13,0.0
2025-12-11,SKU00000,1,45.13,0.0
2025-12-12,SKU00000,1,45.13,0.0
2025-12-14,SKU00000,1,45.13,0.0
2025-12-16,SKU00000,1,45.13,0.0
2025-12-17,SKU00000,1,45.13,0.10693258044564198
2025-12-22,SKU00000,1,45.13,0.0
2025-12-25,SKU00000,1,45.13,0.0
2025-12-26,SKU00000,1,45.13,0.0
2025-12-27,SKU00000,1,45.13,0.0
2025-12-28,SKU00000,2,90.26,0.19207396113225184
2025-12-29,SKU00000,2,90.26,0.0
2026-01-03,SKU00000,3,135.39000000000001,0.0
2026-01-05,SKU00000,2,90.26,0.0
2026-01-06,SKU00000,2,90.26,0.0
2026-01-07,SKU00000,1,45.13,0.0
2026-01-10,SKU00000,1,45.13,0.26166823443216636
2026-01-13,SKU00000,2,90.26,0.0
2026-01-15,SKU00000,1,45.13,0.0
2026-01-17,SKU00000,1,45.13,0.0
2026-01-19,SKU00000,1,45.13,0.0
2026-01-20,SKU00000,1,45.13,0.20487667030272222
2026-01-22,SKU00000,1,45.13,0.0
2026-01-23,SKU00000,1,45.13,0.23472704847392226
2026-01-24,SKU00000,1,45.13,0.0
2026-01-27,SKU00000,1,45.13,0.0
2026-01-28,SKU00000,1,45.13,0.16723363560817406
2026-01-29,SKU00000,1,45.13,0.0
2025-01-30,SKU00001,1,46.41,0.0
2025-02-02,SKU00001,1,46.41,0.0
2025-02-04,SKU00001,1,46.41,0.0
2025-02-05,SKU00001,1,46.41,0.0
2025-02-07,SKU00001,1,46.41,0.0
2025-02-09,SKU00001,2,92.82,0.0
2025-02-11,SKU00001,1,46.41,0.0
2025-02-14,SKU00001,2,92.82,0.0
2025-02-17,SKU00001,1,46.41,0.0
2025-02-19,SKU00001,1,46.41,0.0
2025-02-20,SKU00001,1,46.41,0.0
2025-02-23,SKU00001,3,139.23,0.0
2025-02-24,SKU00001,1,46.41,0.0
2025-02-26,SKU00001,1,46.41,0.0
2025-03-02,SKU00001,2,92.82,0.0
2025-03-03,SKU00001,3,139.23,0.0
2025-03-04,SKU00001,2,92.82,0.0
2025-03-05,SKU00001,2,92.82,0.0
2025-03-06,SKU00001,4,185.64,0.0
2025-03-07,SKU00001,4,185.64,0.0
2025-03-09,SKU00001,3,139.23,0.0
2025-03-11,SKU00001,3,139.23,0.0
2025-03-12,SKU00001,1,46.41,0.0
2025-03-13,SKU00001,2,92.82,0.23207456509964222
2025-03-14,SKU00001,2,92.82,0.0
2025-03-15,SKU00001,2,92.82,0.15849911550791626
2025-03-16,SKU00001,4,185.64,0.0
2025-03-17,SKU00001,3,139.23,0.0
2025-03-18,SKU00001,2,92.82,0.0
2025-03-19,SKU00001,1,46.41,0.0
2025-03-21,SKU00001,1,46.41,0.0
2025-03-22,SKU00001,2,92.82,0.0
2025-03-23,SKU00001,2,92.82,0.0
2025-03-24,SKU00001,4,185.64,0.0
2025-03-27,SKU00001,1,46.41,0.0
2025-03-28,SKU00001,2,92.82,0.0
2025-03-29,SKU00001,2,92.82,0.0
2025-03-30,SKU00001,3,139.23,0.0
2025-03-31,SKU00001,2,92.82,0.0
2025-04-01,SKU00001,3,139.23,0.0
2025-04-03,SKU00001,1,46.41,0.0
2025-04-04,SKU00001,2,92.82,0.2459779327842699
2025-04-05,SKU00001,7,324.87,0.0
2025-04-06,SKU00001,4,185.64,0.0
2025-04-07,SKU00001,2,92.82,0.0
2025-04-08,SKU00001,2,92.82,0.0
2025-04-09,SKU00001,5,232.04999999999998,0.0
2025-04-10,SKU00001,2,92.82,0.0
2025-04-11,SKU00001,1,46.41,0.0
2025-04-12,SKU00001,1,46.41,0.23770641789605673
2025-04-13,SKU00001,1,46.41,0.0
2025-04-14,SKU00001,2,92.82,0.0
2025-04-16,SKU00001,2,92.82,0.0
2025-04-17,SKU00001,1,46.41,0.20659230939835543
2025-04-18,SKU00001,2,92.82,0.2679045019740434
2025-04-20,SKU00001,1,46.41,0.0
2025-04-21,SKU00001,6,278.46,0.0
2025-04-22,SKU00001,1,46.41,0.0
2025-04-23,SKU00001,5,232.04999999999998,0.0
2025-04-24,SKU00001,2,92.82,0.13758672044690165
2025-04-25,SKU00001,1,46.41,0.29719111861583825
2025-04-26,SKU00001,1,46.41,0.0
2025-04-29,SKU00001,2,92.82,0.11589508606216502
2025-04-30,SKU00001,2,92.82,0.2692276471923467
2025-05-01,SKU00001,1,46.41,0.0
2025-05-02,SKU00001,3,139.23,0.0
2025-05-03,SKU00001,1,46.41,0.1452546120170199
2025-05-04,SKU00001,4,185.64,0.0
2025-05-05,SKU00001,1,46.41,0.0
2025-05-07,SKU00001,1,46.41,0.0
2025-05-08,SKU00001,2,92.82,0.2909398138308937
2025-05-09,SKU00001,4,185.64,0.0
2025-05-10,SKU00001,3,139.23,0.0
2025-05-11,SKU00001,2,92.82,0.0
2025-05-12,SKU00001,3,139.23,0.0
2025-05-13,SKU00001,2,92.82,0.0
2025-05-14,SKU00001,5,232.04999999999998,0.0
2025-05-16,SKU00001,1,46.41,0.0
2025-05-17,SKU00001,2,92.82,0.12186325855792997
2025-05-19,SKU00001,2,92.82,0.0
2025-05-20,SKU00001,2,92.82,0.0
2025-05-21,SKU00001,3,139.23,0.17747957038302226
2025-05-22,SKU00001,1,46.41,0.0
2025-05-23,SKU00001,5,232.04999999999998,0.0
2025-05-24,SKU00001,5,232.04999999999998,0.0
2025-05-25,SKU00001,2,92.82,0.15888394506742695
2025-05-26,SKU00001,1,46.41,0.0
2025-05-27,SKU00001,2,92.82,0.0
2025-05-28,SKU00001,3,139.23,0.2001315580504709
2025-05-29,SKU00001,1,46.41,0.0
2025-05-30,SKU00001,3,139.23,0.0
2025-05-31,SKU00001,2,92.82,0.0
2025-06-01,SKU00001,1,46.41,0.0
2025-06-02,SKU00001,1,46.41,0.0
2025-06-03,SKU00001,2,92.82,0.16481495602684829
2025-06-04,SKU00001,2,92.82,0.0
2025-06-06,SKU00001,1,46.41,0.24124534197062017
2025-06-07,SKU00001,1,46.41,0.24145582375539446
2025-06-08,SKU00001,1,46.41,0.0
2025-06-09,SKU00001,4,185.64,0.2100691771218285
2025-06-10,SKU00001,1,46.41,0.16703862781150874
2025-06-14,SKU00001,1,46.41,0.0
2025-06-17,SKU00001,1,46.41,0.0
2025-06-20,SKU00001,2,92.82,0.0
2025-06-22,SKU00001,2,92.82,0.19952552148015953
2025-06-23,SKU00001,1,46.41,0.0
2025-06-25,SKU00001,1,46.41,0.0
2025-06-26,SKU00001,1,46.41,0.0
2025-06-28,SKU00001,1,46.41,0.2764335729887211
2025-06-29,SKU00001,1,46.41,0.0
2025-07-02,SKU00001,1,46.41,0.16980396663654007
2025-07-03,SKU00001,1,46.41,0.2156185430854774
2025-07-04,SKU00001,1,46.41,0.0
2025-07-05,SKU00001,2,92.82,0.2987470361266261
2025-07-06,SKU00001,2,92.82,0.0
2025-07-09,SKU00001,2,92.82,0.0
2025-07-10,SKU00001,1,46.41,0.0
2025-07-12,SKU00001,1,46.41,0.0
2025-07-16,SKU00001,1,46.41,0.0
2025-07-17,SKU00001,1,46.41,0.0
2025-07-25,SKU00001,2,92.82,0.0
2025-07-30,SKU00001,1,46.41,0.0
2025-08-01,SKU00001,1,46.41,0.0
2025-08-02,SKU00001,1,46.41,0.0
2025-08-12,SKU00001,1,46.41,0.1929771268747162
2025-08-16,SKU00001,1,46.41,0.0
2025-08-18,SKU00001,1,46.41,0.0
2025-08-20,SKU00001,2,92.82,0.0
2025-08-21,SKU00001,1,46.41,0.16005679891510252
2025-08-22,SKU00001,1,46.41,0.0
2025-08-23,SKU00001,1,46.41,0.0
2025-08-24,SKU00001,1,46.41,0.0
2025-08-25,SKU00001,1,46.41,0.0
2025-08-26,SKU00001,1,46.41,0.0
2025-08-30,SKU00001,1,46.41,0.13107725773334575
2025-08-31,SKU00001,1,46.41,0.0
2025-09-02,SKU00001,1,46.41,0.0
2025-09-05,SKU00001,1,46.41,0.0
2025-09-06,SKU00001,3,139.23,0.0
2025-09-07,SKU00001,1,46.41,0.0
2025-09-11,SKU00001,1,46.41,0.2681478307115631
2025-09-12,SKU00001,1,46.41,0.0
2025-09-15,SKU00001,1,46.41,0.12336892763464702
2025-09-16,SKU00001,1,46.41,0.0
2025-09-18,SKU00001,1,46.41,0.0
2025-09-19,SKU00001,2,92.82,0.0
2025-09-21,SKU00001,2,92.82,0.0
2025-09-22,SKU00001,1,46.41,0.17484313813588617
2025-09-23,SKU00001,1,46.41,0.0
2025-09-24,SKU00001,1,46.41,0.0
2025-09-27,SKU00001,1,46.41,0.0
2025-09-28,SKU00001,1,46.41,0.0
2025-09-30,SKU00001,1,46.41,0.0
2025-10-06,SKU00001,1,46.41,0.0
2025-10-07,SKU00001,1,46.41,0.16219626357009612
2025-10-08,SKU00001,1,46.41,0.0
2025-10-09,SKU00001,1,46.41,0.0
2025-10-15,SKU00001,1,46.41,0.0
2025-10-18,SKU00001,1,46.41,0.0
2025-10-21,SKU00001,1,46.41,0.12289207878002034
2025-10-23,SKU00001,2,92.82,0.20850574277388773
2025-10-24,SKU00001,1,46.41,0.0
2025-10-29,SKU00001,1,46.41,0.0
2025-11-01,SKU00001,1,46.41,0.0
2025-11-05,SKU00001,2,92.82,0.0
2025-11-06,SKU00001,2,92.82,0.0
2025-11-16,SKU00001,2,92.82,0.0
2025-11-19,SKU00001,1,46.41,0.16207833690118487
2025-11-20,SKU00001,1,46.41,0.0
2025-11-21,SKU00001,1,46.41,0.0
2025-11-23,SKU00001,2,92.82,0.0
2025-11-25,SKU00001,1,46.41,0.0
2025-12-03,SKU00001,1,46.41,0.0
2025-12-04,SKU00001,1,46.41,0.0
2025-12-05,SKU00001,1,46.41,0.0
2025-12-07,SKU00001,1,46.41,0.0
2025-12-11,SKU00001,1,46.41,0.0
2025-12-12,SKU00001,1,46.41,0.19647493121596643
2025-12-13,SKU00001,1,46.41,0.0
2025-12-19,SKU00001,1,46.41,0.23392103922053334
2025-12-30,SKU00001,1,46.41,0.0
2026-01-08,SKU00001,1,46.41,0.0
2026-01-09,SKU00001,2,92.82,0.0
2026-01-13,SKU00001,1,46.41,0.0
2026-01-14,SKU00001,1,46.41,0.0
2026-01-15,SKU00001,1,46.41,0.0
2026-01-21,SKU00001,1,46.41,0.0
2026-01-24,SKU00001,1,46.41,0.28021513901484774
2026-01-28,SKU00001,1,46.41,0.1564418492699856
2025-01-30,SKU00002,1,52.56,0.0
2025-01-31,SKU00002,1,52.56,0.0
2025-02-01,SKU00002,4,210.24,0.0
2025-02-02,SKU00002,5,262.8,0.21108431575386977
2025-02-03,SKU00002,1,52.56,0.0
2025-02-04,SKU00002,3,157.68,0.0
2025-02-05,SKU00002,2,105.12,0.10232055048904716
2025-02-06,SKU00002,3,157.68,0.2769777364830692
2025-02-07,SKU00002,2,105.12,0.0
2025-02-09,SKU00002,2,105.12,0.0
2025-02-12,SKU00002,3,157.68,0.0
2025-02-13,SKU00002,2,105.12,0.0
2025-02-14,SKU00002,1,52.56,0.0
2025-02-15,SKU00002,2,105.12,0.0
2025-02-16,SKU00002,3,157.68,0.19963139272750002
2025-02-18,SKU00002,2,105.12,0.0
2025-02-21,SKU00002,1,52.56,0.1966536264194288
2025-02-22,SKU00002,1,52.56,0.0
2025-02-23,SKU00002,1,52.56,0.2460370938946205
2025-02-24,SKU00002,1,52.56,0.0
2025-02-25,SKU00002,1,52.56,0.0
2025-02-26,SKU00002,3,157.68,0.0
2025-02-27,SKU00002,1,52.56,0.0
2025-02-28,SKU00002,4,210.24,0.0
2025-03-01,SKU00002,4,210.24,0.0
2025-03-02,SKU00002,3,157.68,0.0
2025-03-03,SKU00002,6,315.36,0.0
2025-03-04,SKU00002,5,262.8,0.19080695437291725
2025-03-05,SKU00002,4,210.24,0.0
2025-03-06,SKU00002,3,157.68,0.0
2025-03-07,SKU00002,3,157.68,0.0
2025-03-08,SKU00002,4,210.24,0.0
2025-03-09,SKU00002,8,420.48,0.0
2025-03-10,SKU00002,7,367.92,0.0
2025-03-11,SKU00002,3,157.68,0.0
2025-03-12,SKU00002,6,315.36,0.0
2025-03-13,SKU00002,3,157.68,0.0
2025-03-14,SKU00002,1,52.56,0.0
2025-03-15,SKU00002,1,52.56,0.25675256442703126
2025-03-16,SKU00002,1,52.56,0.0
2025-03-17,SKU00002,5,262.8,0.0
2025-03-18,SKU00002,3,157.68,0.0
2025-03-19,SKU00002,3,157.68,0.0
2025-03-20,SKU00002,2,105.12,0.0
2025-03-21,SKU00002,1,52.56,0.0
2025-03-22,SKU00002,3,157.68,0.20547777095737224
2025-03-23,SKU00002,1,52.56,0.0
2025-03-24,SKU00002,2,105.12,0.0
2025-03-25,SKU00002,7,367.92,0.0
2025-03-26,SKU00002,3,157.68,0.0
2025-03-27,SKU00002,5,262.8,0.0
2025-03-28,SKU00002,2,105.12,0.21555147876495284
2025-03-29,SKU00002,4,210.24,0.15287909918350567
2025-03-30,SKU00002,1,52.56,0.19280298560670733
2025-03-31,SKU00002,5,262.8,0.0
2025-04-01,SKU00002,4,210.24,0.0
2025-04-02,SKU00002,3,157.68,0.0
2025-04-03,SKU00002,6,315.36,0.0
2025-04-04,SKU00002,4,210.24,0.0
2025-04-05,SKU00002,7,367.92,0.0
2025-04-06,SKU00002,5,262.8,0.0
2025-04-07,SKU00002,2,105.12,0.0
2025-04-10,SKU00002,4,210.24,0.0
2025-04-11,SKU00002,3,157.68,0.0
2025-04-12,SKU00002,3,157.68,0.0
2025-04-13,SKU00002,1,52.56,0.0
2025-04-14,SKU00002,5,262.8,0.0
2025-04-15,SKU00002,4,210.24,0.0
2025-04-16,SKU00002,3,157.68,0.0
2025-04-17,SKU00002,6,315.36,0.0
2025-04-18,SKU00002,4,210.24,0.0
2025-04-19,SKU00002,4,210.24,0.11359039099806756
2025-04-20,SKU00002,7,367.92,0.0
2025-04-21,SKU00002,6,315.36,0.0
2025-04-22,SKU00002,4,210.24,0.0
2025-04-23,SKU00002,1,52.56,0.0
2025-04-24,SKU00002,3,157.68,0.0
2025-04-25,SKU00002,6,315.36,0.0
2025-04-26,SKU00002,6,315.36,0.2915590675472872
2025-04-27,SKU00002,3,157.68,0.0
2025-04-28,SKU00002,3,157.68,0.0
2025-04-29,SKU00002,3,157.68,0.0
2025-04-30,SKU00002,2,105.12,0.13685259856780727
2025-05-01,SKU00002,1,52.56,0.0
2025-05-02,SKU00002,3,157.68,0.0
2025-05-03,SKU00002,6,315.36,0.0
2025-05-04,SKU00002,6,315.36,0.0
2025-05-05,SKU00002,3,157.68,0.0
2025-05-06,SKU00002,3,157.68,0.0
2025-05-07,SKU00002,4,210.24,0.0
2025-05-08,SKU00002,4,210.24,0.0
2025-05-09,SKU00002,1,52.56,0.11387969626742867
2025-05-10,SKU00002,6,315.36,0.0
2025-05-11,SKU00002,2,105.12,0.0
2025-05-12,SKU00002,6,315.36,0.0
2025-05-13,SKU00002,2,105.12,0.0
2025-05-14,SKU00002,4,210.24,0.0
2025-05-15,SKU00002,2,105.12,0.11408246542713725
2025-05-17,SKU00002,5,262.8,0.19954027555712203
2025-05-18,SKU00002,6,315.36,0.10756712654919301
2025-05-19,SKU00002,1,52.56,0.16596617386433116
2025-05-20,SKU00002,5,262.8,0.24152113041268447
2025-05-21,SKU00002,5,262.8,0.0
2025-05-22,SKU00002,1,52.56,0.0
2025-05-23,SKU00002,3,157.68,0.14516936839119696
2025-05-24,SKU00002,4,210.24,0.0
2025-05-25,SKU00002,2,105.12,0.20706081529713
2025-05-26,SKU00002,4,210.24,0.0
2025-05-27,SKU00002,1,52.56,0.29940315925899724
2025-05-28,SKU00002,4,210.24,0.0
2025-05-29,SKU00002,4,210.24,0.0
2025-05-30,SKU00002,5,262.8,0.0
2025-05-31,SKU00002,2,105.12,0.0
2025-06-01,SKU00002,1,52.56,0.0
2025-06-02,SKU00002,2,105.12,0.0
2025-06-04,SKU00002,2,105.12,0.0
2025-06-05,SKU00002,2,105.12,0.0
2025-06-06,SKU00002,1,52.56,0.10713965772553194
2025-06-08,SKU00002,4,210.24,0.0
2025-06-09,SKU00002,2,105.12,0.0
2025-06-10,SKU00002,2,105.12,0.0
2025-06-12,SKU00002,1,52.56,0.0
2025-06-15,SKU00002,2,105.12,0.0
2025-06-17,SKU00002,3,157.68,0.0
2025-06-18,SKU00002,3,157.68,0.0
2025-06-20,SKU00002,2,105.12,0.0
2025-06-21,SKU00002,1,52.56,0.24709194472669133
2025-06-22,SKU00002,2,105.12,0.2814357756346748
2025-06-23,SKU00002,2,105.12,0.0
2025-06-24,SKU00002,1,52.56,0.2265322909503549
2025-06-25,SKU00002,3,157.68,0.0
2025-06-27,SKU00002,2,105.12,0.0
2025-06-28,SKU00002,2,105.12,0.0
2025-06-29,SKU00002,2,105.12,0.0
2025-06-30,SKU00002,1,52.56,0.14052822802396336
2025-07-03,SKU00002,2,105.12,0.0
2025-07-04,SKU00002,1,52.56,0.0
2025-07-06,SKU00002,4,210.24,0.0
2025-07-07,SKU00002,3,157.68,0.1346895297400709
2025-07-08,SKU00002,1,52.56,0.0
2025-07-11,SKU00002,1,52.56,0.14872892189871598
2025-07-12,SKU00002,2,105.12,0.25821045912409823
2025-07-13,SKU00002,1,52.56,0.0
2025-07-14,SKU00002,2,105.12,0.0
2025-07-15,SKU00002,1,52.56,0.28522739125660246
2025-07-16,SKU00002,2,105.12,0.0
2025-07-18,SKU00002,2,105.12,0.0
2025-07-20,SKU00002,2,105.12,0.15418994951708148
2025-07-24,SKU00002,2,105.12,0.0
2025-07-25,SKU00002,1,52.56,0.0
2025-07-26,SKU00002,3,157.68,0.0
2025-07-28,SKU00002,1,52.56,0.0
2025-07-29,SKU00002,1,52.56,0.0
2025-07-31,SKU00002,1,52.56,0.0
2025-08-01,SKU00002,1,52.56,0.0
2025-08-02,SKU00002,2,105.12,0.0
2025-08-07,SKU00002,5,262.8,0.0
2025-08-09,SKU00002,3,157.68,0.0
2025-08-10,SKU00002,1,52.56,0.0
2025-08-11,SKU00002,2,105.12,0.0
2025-08-12,SKU00002,1,52.56,0.0
2025-08-13,SKU00002,1,52.56,0.11049131590852342
2025-08-14,SKU00002,2,105.12,0.1058130450324139
